issue_key,issue_inicio,issue_fin,release_name,release_quarter,release_squad,release_tribu
PROJ-11462,2025-05-02,2025-10-07,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11463,2025-07-28,2025-10-05,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11464,2025-06-25,2025-08-24,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11465,2025-04-13,2025-05-30,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11466,2025-03-03,2025-11-24,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11467,2025-11-17,2025-12-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11468,2025-08-23,2025-08-31,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11469,2025-11-21,2025-12-07,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11470,2025-02-05,2025-11-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11471,2025-05-19,2025-10-20,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11472,2025-01-20,2025-10-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11473,2025-04-12,2025-06-18,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11474,2025-06-07,2025-11-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11475,2025-10-18,2025-12-10,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11476,2025-02-06,2025-08-05,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11477,2025-11-09,2025-11-22,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11478,2025-01-05,2025-01-29,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11479,2025-02-20,2025-05-08,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11480,2025-05-25,2025-06-27,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11481,2025-08-16,2025-10-05,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11482,2025-01-09,2025-02-03,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11483,2025-12-17,2025-12-28,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11484,2025-02-05,2025-12-31,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11485,2025-02-17,2025-03-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11486,2025-01-20,2025-03-26,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11487,2025-06-18,2025-11-18,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11488,2025-01-12,2025-06-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11489,2025-06-15,2025-08-21,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11490,2025-03-25,2025-06-06,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11491,2025-04-19,2025-10-09,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11492,2025-01-14,2025-09-09,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11493,2025-08-28,2025-10-15,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11494,2025-04-25,2025-11-05,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11495,2025-12-09,2025-12-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11496,2025-01-24,2025-02-27,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11497,2025-05-29,2025-07-22,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11498,2025-03-19,2025-11-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11499,2025-04-07,2025-12-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11500,2025-11-05,2025-11-07,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11501,2025-10-31,2025-12-05,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11502,2025-07-31,2025-12-30,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11503,2025-05-14,2025-12-20,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11504,2025-05-05,2025-10-03,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11505,2025-03-11,2025-03-21,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11506,2025-08-20,2025-10-02,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11507,2025-12-14,2025-12-21,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11508,2025-11-11,2025-12-26,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11509,2025-05-19,2025-08-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11510,2025-02-08,2025-05-16,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11511,2025-04-04,2025-07-17,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11512,2025-11-14,2025-12-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11513,2025-01-22,2025-11-15,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11514,2025-08-12,2025-10-27,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11515,2025-12-30,2025-12-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11516,2025-04-02,2025-11-18,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11517,2025-11-10,2025-12-14,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11518,2025-01-11,2025-10-12,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11519,2025-05-17,2025-12-24,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11520,2025-02-25,2025-10-01,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11521,2025-11-21,2025-12-31,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11522,2025-07-30,2025-09-28,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11523,2025-07-10,2025-07-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11524,2025-01-22,2025-04-23,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11525,2025-03-26,2025-04-03,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11526,2025-07-05,2025-07-05,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11527,2025-12-23,2025-12-30,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11528,2025-11-10,2025-11-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11529,2025-10-06,2025-10-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11530,2025-01-24,2025-02-01,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11531,2025-08-16,2025-12-31,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11532,2025-10-28,2025-11-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11533,2025-12-01,2025-12-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11534,2025-05-26,2025-10-26,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11535,2025-02-09,2025-06-19,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11536,2025-05-06,2025-06-28,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11537,2025-10-12,2025-11-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11538,2025-07-09,2025-11-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11539,2025-03-09,2025-12-09,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11540,2025-09-27,2025-12-22,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11541,2025-11-02,2025-12-07,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11542,2025-09-16,2025-10-20,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11543,2025-04-30,2025-08-22,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11544,2025-03-11,2025-12-19,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11545,2025-09-30,2025-12-31,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11546,2025-06-02,2025-06-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11547,2025-08-22,2025-10-23,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11548,2025-03-27,2025-12-01,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11549,2025-02-10,2025-08-22,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11550,2025-05-09,2025-06-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11551,2025-05-15,2025-09-16,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11552,2025-09-05,2025-09-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11553,2025-09-18,2025-11-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11554,2025-01-05,2025-04-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11555,2025-04-07,2025-05-04,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11556,2025-04-10,2025-05-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11557,2025-01-01,2025-01-20,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11558,2025-06-20,2025-11-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11559,2025-12-10,2025-12-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11560,2025-12-09,2025-12-18,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11561,2025-08-01,2025-10-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11562,2025-11-18,2025-12-12,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11563,2025-09-10,2025-10-24,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11564,2025-06-25,2025-07-09,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11565,2025-04-25,2025-05-03,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11566,2025-04-12,2025-05-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11567,2025-05-13,2025-07-18,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11568,2025-03-04,2025-12-13,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11569,2025-08-01,2025-08-19,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11570,2025-08-19,2025-12-16,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11571,2025-10-01,2025-10-04,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11572,2025-09-11,2025-10-13,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11573,2025-12-12,2025-12-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11574,2025-01-21,2025-03-02,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11575,2025-03-21,2025-06-03,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11576,2025-09-28,2025-11-21,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11577,2025-12-26,2025-12-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11578,2025-04-14,2025-12-26,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11579,2025-04-26,2025-07-27,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11580,2025-01-20,2025-06-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11581,2025-08-02,2025-11-05,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11582,2025-01-22,2025-06-11,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11583,2025-06-16,2025-07-20,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11584,2025-11-16,2025-12-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11585,2025-08-22,2025-11-23,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11586,2025-02-07,2025-02-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11587,2025-03-08,2025-11-11,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11588,2025-02-01,2025-08-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11589,2025-04-30,2025-10-02,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11590,2025-07-09,2025-12-30,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11591,2025-04-13,2025-05-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11592,2025-07-31,2025-10-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11593,2025-05-25,2025-10-20,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11594,2025-03-14,2025-09-03,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11595,2025-04-13,2025-10-01,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11596,2025-04-13,2025-07-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11597,2025-08-08,2025-08-20,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11598,2025-10-20,2025-12-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11599,2025-02-07,2025-03-12,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11600,2025-05-14,2025-12-10,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11601,2025-10-21,2025-12-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11602,2025-08-03,2025-08-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11603,2025-11-14,2025-12-10,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11604,2025-07-27,2025-12-08,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11605,2025-08-11,2025-09-26,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11606,2025-04-27,2025-05-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11607,2025-12-17,2025-12-18,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11608,2025-08-10,2025-11-19,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11609,2025-09-21,2025-10-19,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11610,2025-10-22,2025-12-04,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11611,2025-03-06,2025-05-28,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11612,2025-02-19,2025-03-07,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11613,2025-01-31,2025-10-23,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11614,2025-03-20,2025-11-19,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11615,2025-11-20,2025-12-19,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11616,2025-05-05,2025-05-31,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11617,2025-05-31,2025-11-02,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11618,2025-05-07,2025-08-22,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11619,2025-06-27,2025-12-23,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11620,2025-11-02,2025-12-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11621,2025-10-31,2025-12-11,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11622,2025-06-10,2025-08-08,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11623,2025-08-09,2025-12-01,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11624,2025-10-22,2025-11-01,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11625,2025-08-07,2025-08-27,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11626,2025-12-03,2025-12-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11627,2025-12-07,2025-12-17,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11628,2025-05-29,2025-12-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11629,2025-08-25,2025-11-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11630,2025-03-08,2025-06-23,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11631,2025-02-25,2025-10-23,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11632,2025-09-22,2025-12-09,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11633,2025-06-03,2025-10-10,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11634,2025-04-03,2025-04-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11635,2025-07-04,2025-12-30,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11636,2025-12-15,2025-12-24,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11637,2025-05-12,2025-09-06,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11638,2025-04-19,2025-10-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11639,2025-09-23,2025-10-13,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11640,2025-02-22,2025-06-18,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11641,2025-06-22,2025-11-19,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11642,2025-04-15,2025-09-24,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11643,2025-09-08,2025-09-26,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11644,2025-06-21,2025-08-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11645,2025-10-15,2025-12-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11646,2025-12-03,2025-12-21,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11647,2025-07-20,2025-12-20,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11648,2025-01-26,2025-05-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11649,2025-07-16,2025-10-03,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11650,2025-10-31,2025-12-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11651,2025-01-12,2025-03-20,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11652,2025-12-06,2025-12-16,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11653,2025-04-07,2025-04-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11654,2025-01-20,2025-06-09,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11655,2025-03-19,2025-07-03,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11656,2025-11-16,2025-12-09,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11657,2025-06-04,2025-07-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11658,2025-01-12,2025-04-16,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11659,2025-07-09,2025-11-02,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11660,2025-03-10,2025-09-11,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11661,2025-08-03,2025-10-10,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11662,2025-03-05,2025-06-13,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11663,2025-11-19,2025-12-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11664,2025-04-21,2025-05-02,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11665,2025-01-20,2025-03-24,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11666,2025-10-30,2025-11-20,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11667,2025-09-09,2025-10-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11668,2025-03-22,2025-07-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11669,2025-06-09,2025-12-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11670,2025-12-02,2025-12-03,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11671,2025-12-20,2025-12-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11672,2025-03-09,2025-10-28,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11673,2025-03-28,2025-07-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11674,2025-11-09,2025-12-09,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11675,2025-10-03,2025-12-04,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11676,2025-06-14,2025-11-07,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11677,2025-06-28,2025-08-16,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11678,2025-07-01,2025-08-28,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11679,2025-07-22,2025-12-29,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11680,2025-06-04,2025-07-13,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11681,2025-07-18,2025-11-24,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11682,2025-08-07,2025-12-10,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11683,2025-08-25,2025-10-19,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11684,2025-09-23,2025-10-14,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11685,2025-01-25,2025-06-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11686,2025-09-06,2025-11-08,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11687,2025-04-12,2025-12-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11688,2025-12-13,2025-12-29,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11689,2025-03-15,2025-05-12,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11690,2025-10-25,2025-11-17,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11691,2025-11-09,2025-12-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11692,2025-05-05,2025-06-28,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11693,2025-01-10,2025-09-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11694,2025-04-25,2025-08-04,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11695,2025-06-07,2025-11-04,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11696,2025-01-14,2025-08-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11697,2025-08-11,2025-09-17,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11698,2025-10-10,2025-12-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11699,2025-09-24,2025-12-25,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11700,2025-05-20,2025-12-03,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11701,2025-11-25,2025-12-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11702,2025-12-07,2025-12-16,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11703,2025-02-07,2025-08-09,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11704,2025-10-15,2025-11-09,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11705,2025-11-10,2025-11-28,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11706,2025-12-16,2025-12-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11707,2025-02-04,2025-05-01,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11708,2025-03-28,2025-07-25,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11709,2025-11-03,2025-12-05,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11710,2025-04-12,2025-11-25,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11711,2025-06-30,2025-12-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11712,2025-07-02,2025-07-13,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11713,2025-08-15,2025-12-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11714,2025-01-28,2025-07-31,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11715,2025-07-14,2025-08-06,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11716,2025-05-29,2025-12-20,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11717,2025-06-10,2025-07-01,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11718,2025-02-23,2025-05-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11719,2025-06-08,2025-12-03,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11720,2025-05-03,2025-07-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11721,2025-07-09,2025-09-11,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11722,2025-03-10,2025-07-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11723,2025-01-23,2025-01-25,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11724,2025-04-17,2025-07-07,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11725,2025-08-12,2025-09-12,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11726,2025-11-01,2025-11-10,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11727,2025-08-27,2025-11-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11728,2025-06-16,2025-11-20,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11729,2025-07-05,2025-09-17,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11730,2025-01-15,2025-08-10,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11731,2025-10-11,2025-11-16,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11732,2025-12-13,2025-12-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11733,2025-03-16,2025-03-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11734,2025-01-02,2025-09-02,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11735,2025-04-07,2025-07-04,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11736,2025-12-07,2025-12-24,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11737,2025-02-20,2025-03-31,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11738,2025-07-15,2025-11-06,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11739,2025-03-06,2025-04-01,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11740,2025-04-26,2025-08-17,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11741,2025-10-10,2025-11-30,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11742,2025-07-23,2025-09-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11743,2025-12-11,2025-12-28,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11744,2025-05-14,2025-11-20,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11745,2025-10-19,2025-11-06,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11746,2025-12-19,2025-12-28,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11747,2025-03-30,2025-06-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11748,2025-02-20,2025-05-13,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11749,2025-01-09,2025-08-26,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11750,2025-03-07,2025-04-24,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11751,2025-10-04,2025-12-06,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11752,2025-05-26,2025-09-03,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11753,2025-08-31,2025-09-09,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11754,2025-01-19,2025-10-03,Release 24.2,Q1-2025,Experiencia Cliente,Digital
